bib_key,bib_file,author,status,used_in_book1,alt_text
simulated_annealing_temperatures.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Plot of the simulated annealing acceptance probability e^((Z_c - Z_n)/T) against the objective change Z_c - Z_n from -10 to 0, with nine colored curves for temperatures T = 1 through 9. Higher temperatures give flatter curves that accept worsening moves with high probability; at low temperatures the probability drops steeply toward zero except for very small changes."
solve_progress1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Family of curves showing the Metropolis acceptance probability as a function of solution quality difference for temperatures 1-9. Higher temperatures produce flatter curves with higher acceptance of worse solutions.
solve_progress2.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Directed network with 4 nodes showing supply/demand values at each node and edge capacities. This represents the input data for a multi-commodity network flow problem.
sorting-linear.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Performance comparison chart of four efficient sorting algorithms showing computation time versus list size, with all algorithms exhibiting roughly linear growth."
sorting-quadratic.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Performance comparison of efficient and inefficient sorting algorithms, demonstrating the dramatic quadratic growth of Bubble, Insertion, and Selection sort versus near-linear efficient algorithms."
spanning-tree,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"An undirected weighted graph with 6 red nodes connected by black edges, with a subset of edges highlighted indicating a spanning tree that connects all vertices."
spanning-tree-MST,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A weighted graph with the minimum spanning tree edges highlighted, showing the lowest-weight connected subgraph spanning all vertices."
spanning-tree-MST.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A weighted graph with the minimum spanning tree edges highlighted, showing the lowest-weight connected subgraph spanning all vertices."
spanning-tree.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"An undirected weighted graph with 6 red nodes connected by black edges, with a subset of edges highlighted indicating a spanning tree that connects all vertices."
svm-nonlinear-training.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Scatter plot titled 'Training data' showing two classes of points not linearly separable, requiring a nonlinear decision boundary."
svm-nonlinear.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,Scatter plot titled 'All data' showing a larger dataset with red and black points demonstrating a nonlinear classification problem.
time-of-algorithms,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Table comparing polynomial and exponential time complexity, showing how exponential algorithms become computationally infeasible even for small problem sizes."
time-of-algorithms.jpg,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Table comparing polynomial and exponential time complexity, showing how exponential algorithms become computationally infeasible even for small problem sizes."
tree-diagram-types.pdf,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,mathematicalProgramming.tex,A hierarchical classification of optimization models showing Convex models and Non-convex models as subcategories.
tsp-2-opt1-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour visualization showing cities connected by edges, with two edges highlighted in red and green indicating the pair being considered for a 2-opt swap."
tsp-2-opt1.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A TSP solution visualization showing labeled points with coordinates connected by edges forming a tour, illustrating a 2-opt improvement iteration."
tsp-2-opt2-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour after a 2-opt swap with improved score, showing red and green highlighted edges indicating the next pair being evaluated."
tsp-2-opt2.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour showing cities connected by blue edges, representing the current solution state before the next 2-opt improvement."
tsp-2-opt3-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour with further improved score after another 2-opt swap, with red and green edges highlighting the next candidate pair."
tsp-2-opt3.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour showing cities connected by blue edges, representing an intermediate tour state in the 2-opt progression."
tsp-2-opt4-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,TSP tour with red and green highlighted edges indicating another potential 2-opt swap being evaluated.
tsp-2-opt4.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,TSP tour showing cities connected by blue edges in an improved configuration compared to earlier iterations.
tsp-2-opt5-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour with best score so far, with red and green edges highlighting the current candidate pair for evaluation."
tsp-2-opt5.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour connecting 10 labeled cities with a total score shown, forming an irregular path across the coordinate plane."
tsp-2-opt6-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP 2-opt improvement step showing edges being swapped with red and green lines, improving the tour score."
tsp-2-opt6.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour after a 2-opt improvement, showing the blue path connecting cities in a more efficient configuration."
tsp-2-opt7-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP 2-opt swap visualization showing red edges to be removed and green edges to be added, demonstrating significant improvement."
tsp-2-opt7.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour with intermediate state before the next 2-opt improvement, showing cities connected with some crossing edges."
tsp-2-opt8-switch.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,TSP 2-opt exchange step with highlighted edges indicating the swap that eliminates a crossing in the tour path.
tsp-2-opt8.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"TSP tour after improvement with fewer crossings than earlier iterations, showing progress toward a locally optimal solution."
tsp-2-opt9.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Final optimized TSP tour representing the locally optimal solution after all 2-opt improvements, with no edge crossings."
tsp-optimal-route.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"A map of the southeastern United States showing the optimal traveling salesman tour through 8 cities, with the route drawn as a connected path."
unbounded-desmos-simplex.png,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,simplex-basis-driven.tex,"A visualization of an unbounded LP showing a feasible region extending infinitely upward, demonstrating an unbounded optimal objective value."
voronoi,figures-static,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Voronoi diagram partitioning the plane into seven colored polygonal regions, each containing one red seed point. Region boundaries are the white lines equidistant from neighboring seeds, illustrating the spatial partition that underlies nearest-centroid clustering."
wiki-File-Petersen-graph-3-coloring.png,figures-static,"{See page for author [Public domain], via Wikimedia Commons}",OK,integerProgrammingFormulations-book1.tex,"Petersen graph with vertices colored using three colors (red, green, blue) demonstrating a valid 3-coloring where no adjacent vertices share the same color."
wiki-File-Petersen_graph_3-coloring.png,figures-static,"{See page for author [Public domain], via Wikimedia Commons}",OK,,"Petersen graph with vertices colored using three colors (red, green, blue) demonstrating a valid 3-coloring where no adjacent vertices share the same color."
wiki-File-integer-programming.png,figures-static,{Fanosta (derivative work based on IP polytope with LP relaxation.png by Sdo) \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}.},OK,,"Polytopes of all feasible integer points and of the LP relaxation to the integer linear program max \{ y | -x+y <= 1; 3x + 2y <= 12; 2x + 3y <= 12; x,y in Z+ \}. The blue region shows the LP relaxation polytope, while the red dots indicate the feasible integer points within the constraints."
wiki-File-knapsack,figures-static,{See page for author [CC BY-SA 2.5].},OK,integerProgrammingFormulations-book1.tex,"Illustration of the knapsack problem: a backpack with 15 kg capacity and a collection of boxes with different weights and dollar values, asking which boxes to select to maximize value."
youtube-OR-course.jpg,figures-static,{Screenshot of a third-party YouTube page (SUNY Binghamton OR playlist); page content copyright its owners. Not covered by this book's CC BY-SA 4.0 license; used only as a visual link. Consider replacing with a plain hyperlink.},OK,,"YouTube playlist page for 'Operations Research - SUNY Binghamton University' containing 77 videos with over 235,000 views."
youtube-tsp-simulated-annealing.jpg,figures-static,{Screenshot of a third-party YouTube video page; page content copyright its owners. Not covered by this book's CC BY-SA 4.0 license; used only as a visual link. Consider replacing with a plain hyperlink.},OK,,YouTube video page for 'Traveling Salesman Problem Visualization' showing a dark map of the United States with scattered city points.
gradient-descent.pdf,figures-source,{Robert Hildebrand [CC BY-SA 4.0]},OK,,"Three-dimensional surface plot of the convex paraboloid f(x,y) = x^2 + y^2 over the square from -1 to 1 in each variable: a smooth bowl shape colored from blue at the bottom center (the minimum at the origin) through yellow to red at the raised corners."
tikz-Illustration1.pdf,figures-source,{Robert Hildebrand \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}.},OK,integerProgrammingFormulations-book1.tex,Layout of districts showing numbered regions and possible locations for fire stations.
tikz-Illustration2.pdf,figures-source,{Robert Hildebrand \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}.},OK,integerProgrammingFormulations-book1.tex,Set cover representation of fire station problem showing which districts are covered by each potential fire station location.
tikz-Illustration3.pdf,figures-source,{Robert Hildebrand \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}.},OK,integerProgrammingFormulations-book1.tex,Graph representation of fire station problem showing nodes connected to chosen fire station nodes by edges.
tikz-RnVectorsAdditionMeaning-01-4e270f26,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsAdditionMeaning.tex,"Two-dimensional vector diagram illustrating the tip-to-tail rule for vector addition: arrow u along the x-axis, arrow v starting at the tip of u and going to the upper right, and a third arrow from the tail of u to the tip of v labelled u+v."
tikz-RnVectorsAdditionMeaning-02-2ad00296,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsAdditionMeaning.tex,"Two-dimensional diagram showing two separate vectors u and v drawn as a blue arrow from the origin and a red arrow placed elsewhere in the plane, given as the starting picture for an exercise on graphing u+v and u-v."
tikz-RnVectorsAdditionMeaning-03-88a49af3,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsAdditionMeaning.tex,"Two-dimensional vector diagram of u+v drawn tip-to-tail: blue u from the origin to the upper right, red v continuing from the tip of u, and the purple resultant u+v drawn from the tail of u to the tip of v."
tikz-RnVectorsAdditionMeaning-04-53dabe2b,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsAdditionMeaning.tex,"Two-dimensional vector diagram of u-v: blue u from the origin, red -v starting at the tip of u and pointing in the reverse direction of v, and a purple arrow from the origin to the tip of -v representing u-v=u+(-v)."
tikz-RnVectorsApplicationsPhysics-01-f1274c20,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional axis frame with x, y, and z axes drawn through the origin, and the three standard basis vectors e_1, e_2, e_3 (also labelled i, j, k) shown as thick red, green, and blue arrows of unit length along the coordinate axes."
tikz-RnVectorsApplicationsPhysics-02-001156ac,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional sketch of compass-style horizontal and vertical axes with a thick blue arrow from the origin pointing up and to the right at a 45-degree angle, representing an airplane flying northeast at 100 mph."
tikz-RnVectorsApplicationsPhysics-03-d75e4d82,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional diagram of a swimmer crossing a river: two horizontal lines mark the riverbanks; a blue arrow of length 4 points west representing the current, and a perpendicular blue arrow of length 3 points north representing the swimmer's velocity directly across."
tikz-RnVectorsApplicationsWork-01-cc02b27d,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional vector diagram showing a force F (purple arrow) applied at point P, decomposed into the parallel component F_|| (blue) along the direction of motion PQ and the perpendicular component F_perp (red), with angle theta between F and PQ."
tikz-RnVectorsCrossProduct-01-331c44e3,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional vector diagram of a right-handed system: vector u along one horizontal axis, vector v along another, and vector w pointing up out of the plane spanned by u and v, illustrating the right-hand rule."
tikz-RnVectorsCrossProduct-02-f33584e8,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional diagram of the standard basis vectors i, j, and k drawn as arrows from the origin along three mutually perpendicular axes, illustrating that i, j, k form a right-handed coordinate system."
tikz-RnVectorsCrossProduct-03-a39334c5,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional diagram of the parallelogram spanned by vectors u (along the base) and v (slanting up from the origin), with angle theta between them and a dashed altitude of length |v| sin(theta); the area equals |u x v|."
tikz-RnVectorsCrossProduct-04-617e986e,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional diagram of a triangle with vertices labelled P (origin), Q (upper right), and R (lower right), with arrows from P to Q and P to R representing the displacement vectors PQ and PR used in the cross-product area formula."
tikz-RnVectorsCrossProductBox-01-47fdd834,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional sketch of a parallelepiped determined by three blue vectors u, v, w emanating from a common corner, with the cross product u x v drawn vertically upward and the angle theta shown between u x v and the edge w."
tikz-RnVectorsDotProductSignificance-01-a85e1069,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsDotProductSignificance.tex,"Two-dimensional sketch of two vectors emanating from a common origin: a blue vector v pointing up and to the right and a red vector u pointing down and to the right, with the included angle theta marked between them."
tikz-RnVectorsOrthogonalityLeastSquares-01-9ba26305,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional schematic of orthogonal projection onto the column space A(R^n), drawn as a shaded gray plane: vector y from the origin, its projection z = A x in the plane, the red residual y - z perpendicular to the plane, and another vector u in the plane farther from y."
tikz-RnVectorsOrthogonalityLeastSquares-02-c0a48bc5,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional scatter plot with axes labelled x and y showing the five data points (0,1), (1,2), (2,2), (3,4), (4,5) and the blue least-squares regression line y = x + 0.8 passing through them."
tikz-RnVectorsOrthogonalityProjections-01-6e5c47b9,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Three-dimensional diagram of a shaded gray plane W through the origin, a point Y above the plane with position vector y, its closest point Z on W with position vector z, and a red arrow from Y to Z perpendicular to W representing y - z."
tikz-RnVectorsParametricLines-01-a7cb0335,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional sketch of a line L through points P_0, P, and Q drawn as a blue diagonal arrow, with light grid helpers indicating the coordinates of each point, illustrating Q as an arbitrary point on the line determined by P_0 and the direction P - P_0."
tikz-RnVectorsRn-01-45217eed,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsRn.tex,"Two-dimensional plot of the xy-plane showing two points P = (2,1) and Q = (-3,4) marked as red dots, with light helper lines dropped to the axes to indicate each point's coordinates."
tikz-RnVectorsRn-02-82a4da3b,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsRn.tex,"Three-dimensional diagram of the position vector 0P: a thick blue arrow from the origin along the x-, y-, z-axes to a red point P=(p_1,p_2,p_3), labelled with the column-vector form [p_1,p_2,p_3]^T."
tikz-RnVectorsRn-03-47a06a67,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsRn.tex,"Three-dimensional diagram with two parallel blue arrows of equal length and direction: the position vector 0P from the origin and a translated copy AB from point A to point B, illustrating that translating a vector preserves its identity."
tikz-RnVectorsScalarMultMeaning-01-2ad00296,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsScalarMultMeaning.tex,"Two-dimensional sketch of two vectors drawn as arrows: a blue vector u going up and to the right, and a red vector v of similar length pointing down and to the right, used as the starting figure before scalar multiples are drawn."
tikz-RnVectorsScalarMultMeaning-02-39f3cb18,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsScalarMultMeaning.tex,"Two-dimensional diagram showing scalar multiples of two vectors: blue vector u and its negative -u (same length, opposite direction), plus red vector v together with 2v (twice as long, same direction) and -1/2 v (half-length, reversed)."
tikz-RnVectorsScalarMultMeaning-03-2ad00296,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsScalarMultMeaning.tex,"Two-dimensional sketch of vectors u (blue, up and right) and v (red, down and right) drawn as separate arrows, presented as the setup for graphing the linear combinations u+2v and u-1/2 v."
tikz-RnVectorsScalarMultMeaning-04-414c5266,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsScalarMultMeaning.tex,"Two-dimensional vector diagram of the linear combination u + 2v: blue vector u from the origin, red vector 2v drawn tip-to-tail starting at u's head, and the purple resultant u+2v from the origin to the final tip."
tikz-RnVectorsScalarMultMeaning-05-65fa5cb0,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,RnVectorsScalarMultMeaning.tex,"Two-dimensional vector diagram of the linear combination u - 1/2 v: blue u from the origin, the short red vector -1/2 v placed tip-to-tail at u's head, and the purple resultant u - 1/2 v drawn from the origin to the final tip."
tikz-Section2-01-d570467c,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the feasible region for max 2x_1+5x_2 with vertices (0,0), (9,0), (6,5), (0,8), bounded by x_1+2x_2<=16 and 5x_1+3x_2<=45 (red); an inset table lists the objective value at each vertex (0, 18, 37, 40)."
tikz-Section2-02-9c4fb6c5,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the Furniture Workshop feasible region: a blue pentagon with vertices (0,0), (35,0), (35,10), (30,20), (0,30) bounded by 2x_1+x_2<=80, x_1+3x_2<=90, x_1<=35; dashed level curves 8x_1+6x_2 = 120, 240, 360 sweep upward."
tikz-Section2-03-833384fe,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot showing alternative optimal solutions: same Furniture Workshop pentagon with dashed level curves of 2x_1+x_2 (z = 20, 40, 60, 80). The z=80 curve overlays the entire edge from (30,20) to (35,10), highlighted as a thick blue segment."
tikz-Section2-04-14a96534,figures-source,{Robert Hildebrand},OK,Section2.tex,Two-dimensional plot of an infeasible LP: a red triangle (x_1+x_2<=8) and blue triangle (2x_1+x_2<=12) sit lower-left while a vertical line x_1=7 (green) and horizontal x_2=5 (orange) require points upper-right; a No feasible region label fills the gap.
tikz-Section2-05-e6614181,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of an unbounded feasible region for min 5x_1+7x_2 extending up and right, bounded by x_1+3x_2>=6 (red), 5x_1+2x_2>=10 (green), x_2<=4 (purple); dashed level curves of 3x_1+2x_2 mark the optimum at lower-left vertex (1.38, 1.54)."
tikz-Section2-06-c779dbe3,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of an unbounded LP for max x_1+3x_2: blue feasible region extends infinitely up and right with vertices (0,2) and (10/3, 1/3); dashed level curves z = 3, 6, 9, 12, 15 keep intersecting the region, so the objective is unbounded."
tikz-Section2-07-452cfb64,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the same unbounded region under min 3x_1+x_2. Dashed level curves z = 2, 4, 6, 8 sweep from the lower-left; the smallest curve meeting the region passes through (0,2), marked as the finite optimum with z* = 2."
tikz-Section2-08-0233be68,figures-source,{Robert Hildebrand},OK,Section2.tex,Data table styled as a figure listing three dietary supplement products with cost and milligrams of nutrients M and N -- the input data for the diet LP (minimize cost subject to nutrient requirements).
tikz-Section2-09-b8c094b3,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the LP feasible region for max -5x_1-x_2 with extreme points (0,0), (0,1), (2,3), shaded blue on a 0-5 grid. Lines s_1=0 (red), s_2=0 (teal), s_3=0 (orange) bound the region; vertices marked with blue dots and red squares."
tikz-Section2-10-202fcef4,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot replotting the same feasible region (extreme points (0,0), (0,1), (2,3)) but with s_1=0 (red) and s_2=0 (teal) drawn as full plotted lines rather than just segments, to discuss extending the constraint lines."
tikz-Section2-11-821cbf21,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the recession cone obtained by setting b=0: a thin blue triangular cone bounded by s_1=0 (red), s_2=0 (teal), s_3=0 (orange) emanating from the origin, with the line x_1+x_2=1 drawn from (0,1) to (1,0) across it."
tikz-Section2-12-821cbf21,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot of the same recession cone with rays s_1=0, s_2=0, s_3=0 from the origin and the line x_1+x_2=1, used to isolate the line segment of extreme directions inside the cone."
tikz-Section2-13-2556d599,figures-source,{Robert Hildebrand},OK,Section2.tex,"Two-dimensional plot magnifying the segment x_1+x_2=1 inside the recession cone, showing extreme directions (4/5, 1/5) and (2/3, 1/3) as red boxes with blue dots; bounded by s_1=0 (red) and s_3=0 (orange), with redundant s_2=0 removed."
tikz-complexity-01-9d314915,figures-source,{Robert Hildebrand},OK,,"Illustration of Big-O notation: a red curve f(n) and blue curves g(n) and c times g(n) plotted against n, with a dashed vertical line at n_0. To the right of n_0 the scaled curve c times g(n) stays above f(n), showing f(n) = O(g(n))."
tikz-complexity-02-a18f1c17,figures-source,{Robert Hildebrand},OK,,"Left: triangle with vertices A, B, C and side lengths a, b, c, annotated with the three triangle inequalities a + b >= c, a + c >= b, and b + c >= a. Right: a nearly flattened triangle where vertex C sits close to segment AB, so c is approximately a' + b', the tight case of the inequality."
tikz-complexnumbersComplexNumbers-01-f1f4c5fc,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Argand (complex-plane) diagram showing the complex number z = 3 + 2i plotted as the point (3, 2) in the first quadrant, with dotted guide lines to the real axis at 3 and the imaginary axis at 2."
tikz-complexnumbersPolarForm-01-734a4f44,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,Argand diagram showing z = a + bi = r e^(i theta) as a thick blue arrow from the origin into the first quadrant; the modulus r = sqrt(a^2 + b^2) labels the arrow length and theta marks the angle from the positive real axis.
tikz-curvilinearPolar-01-c075234c,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional plot introducing polar coordinates: a point in the first quadrant labelled both (x,y) and (r,theta), reached by a blue ray of length r from the origin, with theta marked at the origin and dashed projections to the axes."
tikz-curvilinearPolar-02-3d63968c,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional diagram of a unit circle centered at the origin with x- and y-axes. A blue ray from the origin through the circle at (cos(theta), sin(theta)) shows how the angle theta determines the ray on which a point at radius r is found."
tikz-curvilinearPolar-03-eb6d8a2f,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional plot showing the point with Cartesian coordinates (5*sqrt(3)/2, 5/2), corresponding to polar coordinates (5, pi/6), in the first quadrant with dotted blue guide lines dropped to the x- and y-axes."
tikz-curvilinearPolar-04-0bee7ff4,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional plot showing the point with Cartesian coordinates (-5*sqrt(3)/2, -5/2), corresponding to polar coordinates (-5, pi/6), in the third quadrant with dotted blue guide lines to the x- and y-axes."
tikz-curvilinearPolar-05-0ef0bfdb,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional plot comparing the points (5*sqrt(3)/2, 5/2) in the first quadrant and (-5*sqrt(3)/2, -5/2) in the third quadrant, joined by a blue line through the origin, showing they are on opposite sides of the origin at the same distance."
tikz-curvilinearPolar-06-66095aef,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two-dimensional sketch illustrating how to graph r=f(theta): two rays from the origin at angles theta_1 (blue) and theta_2 (red), each with a marked dot at the corresponding radius f(theta_i), with small arcs near the origin labelling the two angles."
tikz-curvilinearSphericalCylindrical-01-46feed5a,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two side-by-side 3D sketches on x, y, z axes for cylindrical coordinates: the left shows a cylinder of radius r with a horizontal cross-section circle at height z; the right adds a red point (x,y,z) on the cylinder and the angle theta from the positive x-axis."
tikz-curvilinearSphericalCylindrical-02-3e68ec89,figures-source,"{Ilijas Farah, Ken Kuttler, and Lyryx Learning Team \href{https://creativecommons.org/licenses/by-sa/4.0/}{CC BY-SA 4.0}}",OK,,"Two side-by-side 3D sketches for spherical coordinates: the left shows a sphere of radius rho about the origin; the right shows the same sphere with a red latitude circle of constant phi, where phi is measured from the positive z-axis."
